symbol1,symbol2
RPL8,MRPL9
RPL8,MDN1
RPL8,UBL4A
RPL8,PDCD11
RPL8,RPL5
RPL8,SERBP1
RPL8,STAU1
RPL8,REXO4
RPL8,RPL7A
RPL8,MRPS18A
RPL8,MRPS16
RPL8,GNL2
RPL8,MRPS15
RPL8,RPS4X
RPL8,RPL10A
RPL8,WDR31
RPL8,ZNF593
RPL8,EIF6
RPL8,RPL11
RPL8,MRTO4
RPL8,HABP4
RPL8,SKIV2L
RPL8,NUDT11
RPL8,NUDT10
RPL8,GNL1
RPL8,EXOSC10
RPL8,UBD
RPL8,NUDT2
RPL8,MTRF1
RPL8,RPS6
RPL8,NPSR1
RPL8,NOP2
RPL8,NSD2
RPL8,RPL13A
RPL8,STT3A
RPL8,MRPL19
RPL8,RPL24
RPL8,HDDC3
RPL8,RPL34
RPL8,RPS29
RPL8,RPL14
RPL8,RPS8
RPL8,ERMN
RPL8,MRPL23
RPL8,PUM3
RPL8,MRPS6
RPL8,MRPS12
RPL8,RPS14
RPL8,RBM34
RPL8,RPL36A-HNRNPH2
RPL8,RPL31
RPL8,UBA52
RPL8,SEC61G
RPL8,RPL23A
RPL8,RPS18
RPL8,ZNF7
RPL8,GNL3
RPL8,FTSJ3
RPL8,TENT4B
RPL8,GSPT1
RPL8,RPL9
RPL8,RPF2
RPL8,RPL6
RPL8,DOCK4
RPL8,RPL36A
RPL8,EBNA1BP2
RPL8,CNBP
RPL8,RPL10
RPL8,NLE1
RPL8,RPS24
RPL8,RPL32
RPL8,RPL37A
RPL8,RPL7L1
RPL8,SRPRB
RPL8,RPL29
RPL8,NMD3
RPL8,RPL23
RPL8,MRPS14
RPL8,MRPL36
RPL8,SRP19
RPL8,OSTC
RPL8,RACK1
RPL8,RPL30
RPL8,RPL26L1
RPL8,RPS20
RPL8,EIF5AL1
RPL8,RPS25
RPL8,FAU
RPL8,RPS13
RPL8,UBC
RPL8,RPL18
RPL8,RPLP0
RPL8,SRP54
RPL8,RPL28
RPL8,OST4
RPL8,RPL17-C18orf32
RPL8,RPL26
RPL8,RPL36
RPL8,RPL27
RPL8,RPS15
RPL8,RPS19
RPL8,RPS28
RPL8,KXD1
RPL8,RPS5
RPL8,RPS10-NUDT3
RPL8,NUDT3
RPL8,FRRS1L
RPL8,RIOX1
RPL8,LTN1
RPL8,RPS10
RPL8,RSRC1
RPL8,NSA2
DOK5,NTRK2
DOK5,INSR
DOK5,RET
DOK5,NTRK3
SLC9A3R1,CFTR
SLC9A3R1,PDGFRB
SLC9A3R1,TRPC5
SLC9A3R1,OPRK1
SLC9A3R1,CDH2
SLC9A3R1,ADRB2
SLC9A3R1,NF2
SLC9A3R1,SLC26A3
SLC9A3R1,MSN
SLC9A3R1,EZR
SLC9A3R1,PTEN
SLC9A3R1,TRPC4
SLC9A3R1,SLC26A6
SLC9A3R1,EPHB1
SLC9A3R1,PRKCA
SLC9A3R1,FZD4
SLC9A3R1,AKT1
ATP4A,ATP4B
ATP4A,ATP1B1
ATP4A,RS1
TYROBP,KLRK1
TYROBP,TREM1
TYROBP,NCR2
TYROBP,CD300E
TYROBP,CLEC5A
RBM42,MAPK14
RBM42,FASTKD2
RBM42,SNRPA
RBM42,SART1
RBM42,PRPF3
RBM42,PPIL1
RBM42,HNRNPK
RBM42,RBM4
RBM42,RBFOX2
VAMP7,SNAP29
VAMP7,STX1A
VAMP7,SNAP23
VAMP7,SNAP25
VAMP7,STX6
VAMP7,VPS33A
VAMP7,STX8
VAMP7,SNAP47
VAMP7,STX4
VAMP7,VPS33B
VAMP7,STX3
VAMP7,STX7
VAMP7,STX12
VAMP7,VPS16
VAMP7,AGFG1
VAMP7,UBE2W
CCNE1,CDC6
CCNE1,MYBL2
CCNE1,CDKN1B
CCNE1,H1-1
CCNE1,CDK4
CCNE1,CDK17
CCNE1,RBL2
CCNE1,CREBBP
CCNE1,SMARCB1
CCNE1,CUL3
CCNE1,PRKAR2A
CCNE1,CDK6
CCNE1,SMARCA2
CCNE1,CDK2
CCNE1,RB1
CCNE1,IFNAR1
CCNE1,SKP2
CCNE1,CDK16
CCNE1,FBXW7
CCNE1,CDC25A
CCNE1,CKS1B
CCNE1,GSK3B
CCNE1,H1-5
CCNE1,FOXM1
CCNE1,CALM1
CCNE1,ALDH18A1
CCNE1,RBL1
CCNE1,CKS2
CCNE1,TP73
CCNE1,PCNA
CCNE1,CDK14
CCNE1,CDK1
CCNE1,CUL4B
CCNE1,CDKN1A
CCNE1,SMARCA4
CCNE1,CDK3
CCNE1,GMNC
CCNE1,CDK15
CCNE1,CDK3
CCNE1,CDK5
CCNE1,CDK18
CCNE1,UBC
CCNE1,MCM3
BPNT2,HLA-DRA
BPNT2,ST3GAL4
RAB2A,GAPDH
RAB2A,ABCB7
RAB2A,RBSN
RAB2A,ARL8B
RAB2A,IGF2BP3
RAB2A,RAB11A
RAB2A,RAB7A
RAB2A,RAB5A
RAB2A,FRMD1
RAB2A,RAB6B
RAB2A,IGF2BP1
RAB2A,PRKCI
RAB2A,RAB1B
RAB2A,RAB6A
RAB2A,TMEM70
RAB2A,FAM71C
RAB2A,HNRNPA0
RAB2A,PMAIP1
RAB2A,RAC1
RAB2A,TES
RAB2A,RAB5B
RAB2A,STAMBPL1
RAB2A,APRT
RAB2A,GDI2
RAB2A,GMDS
RAB2A,FLOT2
RAB2A,RAB2B
RAB2A,RAB1A
RAB2A,BCAP31
RAB2A,GDI1
RAB2A,SUCLG2
RAB2A,MYL6
ANOS1,FGFR3
ANOS1,FGFR1
ANOS1,FGFR2
CBFA2T2,TCF3
CBFA2T2,PRDM14
CBFA2T2,RUNX1
CBFA2T2,TCF4
CBFA2T2,PRDM6
CBFA2T2,TCF12
CCM2L,PDCD10
CDKN2C,CCND1
CDKN2C,CDK4
CDKN2C,CDK6
CDKN2C,MAPK10
CDKN2C,CCND3
CDKN2C,CDA
CDKN2C,MAPK8
CDKN2C,PYM1
ACIN1,PNN
ACIN1,SF3A2
ACIN1,SUB1
ACIN1,SSRP1
ACIN1,U2AF1
ACIN1,SRRM2
ACIN1,CASP3
ACIN1,CLK2
ACIN1,NDUFAF4
ACIN1,RWDD2A
ACIN1,SRPK1
ACIN1,SLC3A2
ACIN1,SRPK2
ACIN1,DDX17
ACIN1,PRPF40A
ACIN1,WSB2
ACIN1,ZC3H18
ACIN1,ALYREF
ACIN1,API5
ACIN1,RPS13
ACIN1,RNPS1
ACIN1,SAP18
AJUBA,CTNNA1
AJUBA,SAV1
AJUBA,FLNC
AJUBA,FLNA
AJUBA,LATS2
AJUBA,GRB2
AJUBA,FLNB
TEP1,PDGFRB
TEP1,ANAPC5
TEP1,TAF12
TEP1,TAF10
TEP1,TADA3
TEP1,TADA2B
TEP1,TAF9B
TEP1,SUPT3H
TEP1,PTEN
TEP1,UBAP2
TEP1,TAF9
TEP1,TIRAP
TEP1,ANAPC7
TEP1,ATXN7L3
TEP1,ATXN7L1
TEP1,SUPT20H
TEP1,ANAPC4
TEP1,CDC27
TEP1,TADA2A
PHLPP1,RPS6KB1
PHLPP1,CAP2
PHLPP1,USP12
PHLPP1,SCRIB
PHLPP1,SNX27
PHLPP1,CAP1
PHLPP1,SUGT1
PHLPP1,WDR20
PHLPP1,PHLPP2
EFCAB6,SPEG
EFCAB6,MYH10
EFCAB6,OBSCN
PIK3R3,RELT
PIK3R3,PIK3R2
PIK3R3,CLNK
PIK3R3,FLRT1
PIK3R3,PDGFRB
PIK3R3,PIK3CA
PIK3R3,CBL
PIK3R3,STAT3
PIK3R3,SCAP
PIK3R3,EGFR
PIK3R3,FER
PIK3R3,PIK3CB
PIK3R3,RBP7
PIK3R3,ZNF281
PIK3R3,WDFY3
PIK3R3,KLF15
PIK3R3,CRK
PIK3R3,INSR
PIK3R3,IRS1
PIK3R3,NISCH
PIK3R3,PTK2
PIK3R3,FYN
PIK3R3,NLGN3
PIK3R3,TGFBR2
PIK3R3,PIK3CG
PIK3R3,ANKS1A
PIK3R3,SLK
PIK3R3,FRS3
PIK3R3,SRC
PIK3R3,IRS2
PIK3R3,PIK3CD
PIK3R3,TMEM52B
PIK3R3,OLIG1
PIK3R3,SH2D2A
PIK3R3,SOCS4
PIK3R3,SOCS6
PIK3R3,HEPACAM2
PIK3R3,ESR1
PIK3R3,NCK1
PIK3R3,ABL2
PIK3R3,PIK3R1
PIK3R3,SOCS7
PIK3R3,HSH2D
PRDX1,NANS
PRDX1,LAP3
PRDX1,GAPDH
PRDX1,MSH6
PRDX1,SPR
PRDX1,CAT
PRDX1,PRDX5
PRDX1,SOD1
PRDX1,EGFR
PRDX1,BAX
PRDX1,PRDX3
PRDX1,PRDX2
PRDX1,GDPD5
PRDX1,PRDX6
PRDX1,UBE2H
PRDX1,TIPRL
PRDX1,TPM3
PRDX1,ASS1
PRDX1,TXN
PRDX1,SRXN1
PRDX1,FSCN1
PRDX1,TANGO2
PRDX1,RAD23A
PRDX1,YAP1
RPS6KA6,MAPK1
RPS6KA6,MAPK3
RPS6KA6,S100B
RPS6KA6,ANXA2
RPS6KA6,OSGIN1
TIMP2,MMP2
TIMP2,MMP8
TIMP2,TIMP3
TIMP2,MMP10
TIMP2,MMP14
TIMP2,FECH
LGALS3BP,TUBGCP6
LGALS3BP,TUBG1
LGALS3BP,TUBGCP3
LGALS3BP,MZT2B
LGALS3BP,MZT2A
LGALS3BP,SIGLEC7
LGALS3BP,NME7
LGALS3BP,SCAF11
LGALS3BP,SIGLEC9
LGALS3BP,TUBGCP2
LGALS3BP,TUBGCP5
ELL,AFF4
ELL,ELL3
ELL,DENND2D
ELL,PIP4K2A
ELL,EAF1
ELL,CAMKV
MAST3,PRKAB2
MAST3,PTEN
COPE,MCM5
COPE,STAG2
COPE,POLR3B
COPE,COPB1
COPE,ARCN1
COPE,CDC42EP3
COPE,SF3B2
COPE,TRIP10
COPE,COPG1
COPE,COPB2
COPE,SF3B5
COPE,COPA
COPE,SRSF3
COPE,SRSF2
COPE,MCFD2
COPE,COPG2
COPE,ARF1
COPE,COPZ1
COPE,COPZ2
MAU2,MOB3C
MAU2,NIPBL
MAU2,TP53BP1
MAU2,BRCA1
TRPC5,SLC9A3R1
TRPC5,PATJ
TRPC5,TRPC1
TRPC5,SEC24B
TRPC5,MPDZ
MID2,SYT17
MID2,IGBP1
AMMECR1,TSEN54
PRKX,IFT81
PRKX,PRKAR2A
PRKX,PRKAR2B
PRKX,PPP1R8
PRKX,MAPT
PRKX,CNBD2
PRKX,FOXO1
PRKX,PRKAR1A
PRKX,PKIA
PRKX,PRKAR1B
RRAGB,TSC2
RRAGB,LAMTOR5
RRAGB,LAMTOR1
RRAGB,WDR24
RRAGB,RPTOR
RRAGB,LGALS9C
RRAGB,LAMTOR4
RRAGB,MTOR
RRAGB,LAMTOR2
RRAGB,RRAGD
RRAGB,RRAGC
RRAGB,RRAGA
RRAGB,PITRM1
RRAGB,LGALS9
RRAGB,SLC38A9
RRAGB,DEPDC5
RRAGB,LAMTOR3
SLA2,CBL
SLA2,ZAP70
MYH7B,ACO2
MYH7B,ALDOC
MYH7B,ACTN4
MYH7B,GPD1L
MYH7B,CKB
MYH7B,CYC1
MYH7B,TPM4
MYH7B,TPM1
MYH7B,TPM3
SAMHD1,DGUOK
SAMHD1,DCK
SAMHD1,TK2
SAMHD1,DCAF1
RALGAPB,NKIRAS2
RALGAPB,GOPC
RALGAPB,GFOD1
XRCC1,PARP2
XRCC1,POLB
XRCC1,APLF
XRCC1,PNKP
XRCC1,XRCC6
XRCC1,PARP1
XRCC1,CHD1L
XRCC1,LIG3
XRCC1,TP53BP1
XRCC1,APTX
XRCC1,SEC22B
MARK4,YWHAH
MARK4,PRKCI
MARK4,USP9X
MARK4,MAPT
MARK4,MAP4
MARK4,MAP2
MARK4,USP21
MARK4,MARK2
ZNF225,ZNF221
ZNF225,JUND
ZNF225,FOSL2
ZNF225,JUNB
GRIK5,GRIK3
GRIK5,DLG3
GRIK5,DLG4
GRIK5,GRIK1
GRIK5,GRIK2
HACE1,RPS27A
HACE1,ZFAND4
HACE1,NOXA1
HACE1,RAC1
HACE1,RAB4A
HACE1,OPTN
HACE1,UBA52
HACE1,UBE2L3
HACE1,SH3BP2
HACE1,KXD1
E2F3,MYBL2
E2F3,MSH2
E2F3,RBL2
E2F3,YY1
E2F3,CREBBP
E2F3,RB1
E2F3,CCNA2
E2F3,TEAD3
E2F3,USF1
E2F3,RBL1
E2F3,TFDP1
E2F3,TFDP3
E2F3,PSMD6
E2F3,TFDP2
E2F3,TFDP2
KCNQ4,CALM2
KCNQ4,CALM3
KCNQ4,CALM1
KCNQ4,FAU
KCNQ4,RPS10-NUDT3
ATRN,MGRN1
ATRN,TBC1D31
ATRN,SPAG16
ATRN,BTNL8
ATRN,PAFAH1B1
CNPY4,TLR4
CNPY4,AIFM2
RASA4,CLK4
ARPC1A,ARPC3
ARPC1A,ACTR3C
ARPC1A,ACTR3B
ARPC1A,ACTR3
ARPC1A,ARPC5
ARPC1A,ARPC2
ARPC1A,EXOC7
ARPC1A,ARPC5L
ARPC1A,ACTR2
ARPC1A,ARPC4-TTLL3
ARPC1A,ARPC4
MAP2K2,MAPK13
MAP2K2,MAPK12
MAP2K2,MAPK1
MAP2K2,DUSP3
MAP2K2,MAPK14
MAP2K2,RAF1
MAP2K2,MAPK3
MAP2K2,BRAF
MAP2K2,ARAF
MAP2K2,MAP2K1
MAP2K2,MAPK7
MAP2K2,MAPK11
MAP2K2,RGS12
MAP2K2,MAP3K3
MAP2K2,GOLGA1
MAP2K2,TXN
MAP2K2,MAP3K19
MAP2K2,KSR1
MAP2K2,MAP3K1
MAP2K2,MAP3K2
MAP2K2,KSR2
MAP2K2,PDLIM5
MAP2K2,MAP3K14
GNA15,GNB3
GNA15,GNB4
GNA15,OPRD1
GNA15,RGS2
GNA15,HRH4
GNA15,GNB5
GNA15,OPRK1
GNA15,CXCR1
GNA15,GNB2
GNA15,ADRB2
GNA15,CXCR2
GNA15,CNR1
GNA15,CNR2
GNA15,LTB4R
GNA15,OPRM1
GNA15,PRKCA
GNA15,GNB1
ZFR2,ILF2
YJU2,AQR
YJU2,GPATCH1
YJU2,HEATR6
YJU2,RBM22
YJU2,SNRPD3
YJU2,PRPF19
YJU2,SYF2
YJU2,SNRPA
YJU2,SNRPB2
YJU2,DHX35
YJU2,SNRPA1
YJU2,SNW1
YJU2,DHX8
YJU2,SNRPF
YJU2,DHX38
YJU2,SNRPG
YJU2,ISY1
YJU2,SLC2A13
YJU2,CCDC12
YJU2,SLU7
YJU2,SNRPD1
YJU2,SRRM2
YJU2,SNRNP200
YJU2,LSM10
YJU2,NAA38
YJU2,WDR25
YJU2,SNRPD2
YJU2,XAB2
YJU2,CDC40
YJU2,BCAS2
YJU2,CDC5L
YJU2,LRMDA
YJU2,PPIE
YJU2,CRNKL1
YJU2,PRPF18
YJU2,SNRPN
YJU2,BUD31
YJU2,CWC22
YJU2,EFTUD2
YJU2,SNRPE
YJU2,WDR83
YJU2,ISY1-RAB43
YJU2,SNRPB
YJU2,PLRG1
YJU2,RNPC3
YJU2,PRPF8
YJU2,CWC15
YJU2,CWC25
YJU2,SRRM3
TCF3,KAT2A
TCF3,MYF6
TCF3,MYF5
TCF3,HAND1
TCF3,ID2
TCF3,MYOG
TCF3,TWIST1
TCF3,NEUROG3
TCF3,MYOD1
TCF3,LMO2
TCF3,CREBBP
TCF3,CBFA2T2
TCF3,EP300
TCF3,KAT2B
TCF3,LYL1
TCF3,SRF
TCF3,ASCL1
TCF3,CBFA2T3
TCF3,FERD3L
TCF3,TAL1
TCF3,NEUROD1
TCF3,NHLH1
TCF3,ATOH1
TCF3,RALGAPA1
TCF3,ATOH8
TCF3,LDB2
TCF3,MSC
TCF3,OLIG2
TCF3,TAL2
TCF3,LMX1A
TCF3,MESP2
TCF3,CTNNB1
TCF3,LMX1B
TCF3,UBE2I
TCF3,HAND2
TCF3,TCF21
TCF3,ATOH7
TCF3,ID3
TCF3,ID1
TCF3,PTF1A
TCF3,OLIG1
TCF3,TCF4
TCF3,TCF12
TCF3,LDB1
TCF3,RUNX1T1
TCF3,ASCL3
TCF3,PSMD9
TCF3,BHLHA15
TCF3,SCX
TCF3,TWIST2
PIAS4,REV1
PIAS4,LEF1
PIAS4,TP53
PIAS4,UBE2I
PIAS4,AR
PIAS4,PCNA
PIAS4,SUMO1
PIAS4,RELA
PIAS4,SUMO2
PIAS4,TRIM32
CSE1L,HNRNPL
CSE1L,MTREX
CSE1L,IPO5
CSE1L,KPNA3
CSE1L,FAF2
CSE1L,ATP6V1A
CSE1L,ATP6V1B2
CSE1L,KPNB1
CSE1L,UBR1
CSE1L,UBXN1
CSE1L,EEF2
CSE1L,CYB5B
CSE1L,CNDP2
CSE1L,KPNA7
CSE1L,SULT1C3
CSE1L,KPNA4
CSE1L,USP1
CSE1L,KPNA1
CSE1L,WDR5
CSE1L,TIPRL
CSE1L,KPNA5
CSE1L,CDC5L
CSE1L,UBE2A
CSE1L,KPNA6
CSE1L,TPP2
CSE1L,SPAG6
CSE1L,TXNDC5
CSE1L,XPO1
CSE1L,HNRNPF
CSE1L,UNC45A
CSE1L,XPNPEP1
CSE1L,KPNA2
CSE1L,RAN
CSE1L,TWF1
ZNF330,RWDD4
GAB1,PTPN18
GAB1,PLCG1
GAB1,PDGFRB
GAB1,ERBB2
GAB1,EGFR
GAB1,MST1R
GAB1,CRK
GAB1,MET
GAB1,GRAP2
GAB1,PTPN11
GAB1,CRKL
GAB1,RET
GAB1,GRB2
GAB1,ROCK1
GAB1,PTPN6
GAB1,PTPRJ
GAB1,SHC1
GAB1,PIK3R1
GAB1,CASP1
GAB1,PLCG2
UCP1,GSTM1
MAPK3,BCL3
MAPK3,ASNS
MAPK3,DHPS
MAPK3,MAPK1
MAPK3,CSTF1
MAPK3,GABPB1
MAPK3,PLAT
MAPK3,RPS6KB1
MAPK3,DUSP3
MAPK3,MAPK14
MAPK3,DUSP1
MAPK3,DUSP4
MAPK3,RAF1
MAPK3,JUND
MAPK3,ILKAP
MAPK3,PTPRE
MAPK3,ATP5F1B
MAPK3,PHF3
MAPK3,AXIN1
MAPK3,RPS6KA6
MAPK3,MAP2K2
MAPK3,ATF2
MAPK3,HDAC4
MAPK3,PXN
MAPK3,TP53
MAPK3,DUSP6
MAPK3,PTPRR
MAPK3,BRAF
MAPK3,DUSP2
MAPK3,DCUN1D1
MAPK3,PRDX3
MAPK3,MAP2K1
MAPK3,UBTF
MAPK3,CEBPB
MAPK3,PRKCE
MAPK3,PTPN7
MAPK3,HNF4A
MAPK3,TTC27
MAPK3,PAK2
MAPK3,SGF29
MAPK3,CDC25C
MAPK3,STK11
MAPK3,METAP2
MAPK3,PPP1CA
MAPK3,LMNB2
MAPK3,SP1
MAPK3,CASP9
MAPK3,RPS6KA4
MAPK3,HDAC6
MAPK3,GATA4
MAPK3,PTPRB
MAPK3,PLCB1
MAPK3,UBA1
MAPK3,PTPN11
MAPK3,NEO1
MAPK3,FERMT2
MAPK3,MAP2K3
MAPK3,DUSP9
MAPK3,RET
MAPK3,ELK4
MAPK3,CASP8
MAPK3,PTPN5
MAPK3,NTRK3
MAPK3,MAP3K3
MAPK3,GAB2
MAPK3,RAB4A
MAPK3,DUSP10
MAPK3,MAPKAPK2
MAPK3,PTGS2
MAPK3,VTA1
MAPK3,PEA15
MAPK3,GABPB2
MAPK3,DUSP5
MAPK3,JUN
MAPK3,MKNK1
MAPK3,RALGDS
MAPK3,SRC
MAPK3,EPHB2
MAPK3,GATA1
MAPK3,PRKCZ
MAPK3,RPS6KA3
MAPK3,TEK
MAPK3,TH
MAPK3,CHEK2
MAPK3,SQSTM1
MAPK3,ETS1
MAPK3,PRKCD
MAPK3,MBP
MAPK3,TNFSF11
MAPK3,MAP3K1
MAPK3,DAPK1
MAPK3,DCC
MAPK3,MAPKAPK3
MAPK3,PTPRJ
MAPK3,ARRB2
MAPK3,ETV1
MAPK3,ARRB1
MAPK3,DUSP7
MAPK3,PPP2CA
MAPK3,NMD3
MAPK3,LAMTOR3
MAPK3,RPS6KA2
MAPK3,LYN
MAPK3,NTRK1
MAPK3,HSF1
MAPK3,RPS6KA1
MAPK3,NUP153
MAPK3,ATP1A1
MAPK3,KRT8
MAPK3,MAP2K6
MAPK3,MAP3K14
MAPK3,GALE
EEF2K,FBXW11
EEF2K,SRP14
EEF2K,CALM2
EEF2K,CALM3
EEF2K,WDFY3
EEF2K,SRP9
EEF2K,CALM1
EEF2K,BTRC
EEF2K,RAE1
DHTKD1,DLD
DHTKD1,PGLYRP3
DHTKD1,ARNTL
DHTKD1,RIMKLA
PHYH,PTH2R
PHYH,FAM9B
PHYH,PATJ
PHYH,C6orf226
MAP3K8,NFKB1
MAP3K8,CAB39
MAP3K8,RIPK1
MAP3K8,REL
MAP3K8,TNIP2
MAP3K8,NFKB2
MAP3K8,CAB39L
MAP3K8,MAP3K14
EPC1,YEATS4
EPC1,KAT7
EPC1,SRF
EPC1,H2BC1
EPC1,KAT6B
EPC1,ING2
EPC1,FOXR1
EPC1,RUVBL1
EPC1,ING3
EPC1,ING5
EPC1,MORF4L1
EPC1,KAT5
EPC1,PLAC1
EPC1,TRRAP
EPC1,MRGBP
EPC1,DMAP1
EPC1,MEAF6
EPC1,TRIM27
EPC1,ING4
EPC1,KAT6A
EPC1,MYCL
EPC1,ACTL6A
EPC1,KAT8
EPC1,FOXR2
EPC1,SAMD1
EPC1,RUVBL2
MTPAP,TBK1
MTPAP,PGK1
MTPAP,CALCOCO2
MTPAP,AZI2
SMG6,TERT
SMG6,UPF1
DPH1,DPH2
DPH1,EEF2
ITGAE,ITGB7
PLD2,GAPDH
PLD2,PLCG1
PLD2,RAC2
PLD2,GM2A
PLD2,MTOR
PLD2,PIP5K1A
PLD2,SRC
PLD2,OPRM1
PLD2,ARF1
METTL16,MEPCE
ZNF264,ZNF805
CNN2,ZYX
CNN2,TPM1
CNN2,CNN3
CNN2,FSCN1
A1BG,KCMF1
CCDC6,PPP2CB
CCDC6,PPP4C
CCDC6,PPP2R1A
CCDC6,ZNF444
CCDC6,PPP4R2
CCDC6,PPP4R1
CCDC6,C1S
CCDC6,PPP2CA
CCDC6,PPP4R3A
CCDC6,PPP4R3B
RAB36,TDRD1
RAB36,VPS52
SMARCB1,ACTL6B
SMARCB1,YEATS4
SMARCB1,SMARCC1
SMARCB1,SMARCD3
SMARCB1,KMT2C
SMARCB1,CREBBP
SMARCB1,CCNE1
SMARCB1,KAT2B
SMARCB1,HDAC4
SMARCB1,KLF1
SMARCB1,SMARCA2
SMARCB1,CPSF6
SMARCB1,SMARCC2
SMARCB1,RB1
SMARCB1,XPC
SMARCB1,FOS
SMARCB1,BPTF
SMARCB1,ARID1A
SMARCB1,SMARCE1
SMARCB1,NCBP2
SMARCB1,ARID2
SMARCB1,PHF10
SMARCB1,ARID1B
SMARCB1,DPF1
SMARCB1,ACTA1
SMARCB1,CDC5L
SMARCB1,HDAC1
SMARCB1,MDC1
SMARCB1,BCL7C
SMARCB1,TP53BP1
SMARCB1,LARS1
SMARCB1,PBRM1
SMARCB1,SMARCD1
SMARCB1,CHD7
SMARCB1,SMARCD2
SMARCB1,SMARCA4
SMARCB1,TOP2B
SMARCB1,ACTL6A
SMARCB1,KMT2B
SMARCB1,TBL1XR1
SMARCB1,BCL7B
SMARCB1,SS18
SMARCB1,MYSM1
SMARCB1,CCNE2
SMARCB1,HDAC2
SMARCB1,HSF1
SMARCB1,KMT2A
SMARCB1,DPF2
SMARCB1,BCL7A
SMARCB1,NCBP2L
SMARCB1,DPF3
PRKCQ,MAP4K3
PRKCQ,CBL
PRKCQ,YWHAE
PRKCQ,YWHAG
PRKCQ,PDPK1
PRKCQ,MAP3K7
PRKCQ,CHUK
PRKCQ,YWHAB
PRKCQ,YWHAQ
PRKCQ,PRKCD
PRKCQ,YWHAZ
PRKCQ,CISH
PRKCQ,MARK3
PRKCQ,IKBKB
PRKCQ,HSF1
PRKCQ,AKT1
CAPZA1,ARPC3
CAPZA1,MYO5C
CAPZA1,WDR90
CAPZA1,ARPC2
CAPZA1,DCTN5
CAPZA1,ARHGAP1
CAPZA1,PLEKHO2
CAPZA1,SF3B1
CAPZA1,LRRFIP2
CAPZA1,CAPZA2
CAPZA1,RCSD1
CAPZA1,PLEKHO1
CAPZA1,ACTR1A
CAPZA1,MYO6
CAPZA1,CDC5L
CAPZA1,ACTR2
CAPZA1,SH3KBP1
CAPZA1,MCFD2
CAPZA1,CAPZB
CAPZA1,DCTN2
CAPZA1,DCTN4
CAPZA1,WDR1
CAPZA1,PSMB3
PALMD,ABLIM3
KIF18A,MAD2L1
KIF18A,TUBA1A
KIF18A,PPP1CA
KIF18A,PPP1CC
KIF18A,KIFBP
KIF18A,CDC20
KIF18A,BRCA1
BBOX1,TBK1
MSH4,MLH1
MSH4,RPA1
MSH4,MLH3
MSH4,MSH5
MSH4,RAD51
UFD1,DERL2
UFD1,RTCB
UFD1,PAPOLA
UFD1,ATAD2B
UFD1,FUS
UFD1,TMEM62
UFD1,FAF2
UFD1,SPATA5
UFD1,ARMC1
UFD1,AMFR
UFD1,DCUN1D1
UFD1,UBXN1
UFD1,UBXN7
UFD1,SPATA5L1
UFD1,ITPR1
UFD1,ASPSCR1
UFD1,TTC27
UFD1,UBE2N
UFD1,YOD1
UFD1,VPS33B
UFD1,NPLOC4
UFD1,UBE4B
UFD1,ARPC5L
UFD1,SVIP
UFD1,VCP
UFD1,CD2AP
UFD1,PTPRF
UFD1,UBL4A
UFD1,DPH5
UFD1,CAP1
UFD1,UBXN10
UFD1,SLC17A2
UFD1,MTMR12
UFD1,GARS1
UFD1,G6PD
UFD1,FAF1
UFD1,PLAA
UFD1,SH3KBP1
UFD1,DERL3
UFD1,ATG9A
UFD1,UBE4A
UFD1,UNC45A
UFD1,SUMO3
UFD1,NSFL1C
UFD1,FLNB
UFD1,UBC
UFD1,UBXN8
MED15,MED28
MED15,MED17
MED15,MED10
MED15,MED4
MED15,TRIP4
MED15,MED20
MED15,ZC3H13
MED15,MED21
MED15,MED7
MED15,MED8
MED15,MED27
MED15,MED11
MED15,MED1
MED15,MED29
MED15,MED14
MED15,MED16
MED15,MED19
MED15,SREBF1
MED15,SREBF2
MED15,QKI
MED15,CDK19
MED15,MED18
MED15,MED12
MED15,CDK8
MED15,TP53BP1
MED15,MED24
MED15,CCNC
MED15,MED6
ARVCF,CDH1
ARVCF,CDH2
ARVCF,CDH15
HIRA,ASF1A
HIRA,H4C6
HIRA,H3-3B
HIRA,ASF1B
HIRA,CCNA2
HIRA,HIRIP3
HIRA,H2BC5
HIRA,H2BC12
HIRA,H3-3A
HIRA,H2BC21
HIRA,H3C14
HIRA,CDC5L
HIRA,PAX7
HIRA,TP53BP1
HIRA,UBN1
HIRA,UBN2
DGCR8,DDX5
DGCR8,NOL11
DGCR8,NIFK
DGCR8,ITGB3BP
DGCR8,MDC1
DGCR8,TP53BP1
DGCR8,DDX17
DGCR8,DROSHA
PPM1F,FEM1A
PPM1F,PAK1
PPM1F,FBXW7
PPM1F,FEM1B
PPM1F,PRKAA1
PPM1F,PRKAA2
UBE2R2,RBX1
UBE2R2,CSNK2A1
UBE2R2,SKP1
UBE2R2,CSNK2A2
UBE2R2,UBB
UBE2R2,UBA6
UBE2R2,CUL1
UBE2R2,UBA7
UBE2R2,UBA1
UBE2R2,TMEM189-UBE2V1
UBE2R2,UBC
SYP,VAMP2
SYP,SIAH2
SYP,SIAH1
SYP,AP1G1
ACTR3,CORO1A
ACTR3,HNRNPL
ACTR3,WASL
ACTR3,ARPC3
ACTR3,ACTR3B
ACTR3,COG3
ACTR3,MYO5C
ACTR3,ARPC1A
ACTR3,ARHGAP17
ACTR3,ARPC5
