symbol1,symbol2
XRCC6,EMD
XRCC6,DNTT
XRCC6,RPA2
XRCC6,HNRNPK
XRCC6,LIG3
XRCC6,RAD50
XRCC6,PCNA
XRCC6,RFC1
XRCC6,RAD1
XRCC6,TP53BP1
XRCC6,SIRT3
XRCC6,XRCC5
XRCC6,HMBOX1
XRCC6,SUN1
XRCC6,CHEK1
XRCC6,RECQL
XRCC6,MACROH2A1
XRCC6,H2AX
XRCC6,H3C1
XRCC6,LIG4
CD2AP,ASNS
CD2AP,RIN3
CD2AP,PKD2
CD2AP,KIF23
CD2AP,SCPEP1
CD2AP,UFD1
CD2AP,CBL
CD2AP,STAP1
CD2AP,RPS27A
CD2AP,UBB
CD2AP,TTC27
CD2AP,IMPDH2
CD2AP,ZYX
CD2AP,NPLOC4
CD2AP,PRDX6
CD2AP,SEC24C
CD2AP,PPA2
CD2AP,MSN
CD2AP,RAB4A
CD2AP,NIT1
CD2AP,PFDN2
CD2AP,NRAS
CD2AP,DPH5
CD2AP,CSTF2
CD2AP,NPHS1
CD2AP,ARHGAP44
CD2AP,SH3KBP1
CD2AP,UBA52
CD2AP,UBC
CD2AP,KRT4
CD2AP,GALE
TPGS1,TTLL1
TPGS1,NICN1
TPGS1,MAGED2
TPGS1,EIF3F
TPGS1,SMG8
TPGS1,LRRC49
XRCC2,DKKL1
XRCC2,RAD51C
XRCC2,ARL4C
XRCC2,NDUFAF5
XRCC2,RAD51B
XRCC2,RAD51D
TMEM139,RPS6KA3
CGB2,ABI2
CGB2,CGB1
CGB2,WASF1
CGB2,KDM2A
CGB2,CYFIP1
KLHL14,KLHL26
KLHL14,TOR1A
KLHL14,NUDCD3
KLHL14,KLHL28
KLHL14,FBXL17
TRPV6,CALB1
TRPV6,CALM1
NUP214,NUP107
NUP214,IPO5
NUP214,DDX25
NUP214,DDX19B
NUP214,KPNB1
NUP214,NCOA5
NUP214,DDX19A
NUP214,GLE1
NUP214,NUP98
NUP214,UBE2I
NUP214,G3BP2
NUP214,CSRP1
NUP214,NUP62CL
NUP214,HSPA1L
NUP214,IZUMO4
NUP214,RAE1
NUP214,MCM3AP
NUP214,SAC3D1
NUP214,SEH1L
NUP214,XPO1
NUP214,POLDIP3
NUP214,ALYREF
NUP214,CFL1
NUP214,NXF1
NUP214,NUP153
NUP214,NUP88
NUP214,NUP62
NUP214,NXF2
RPE,XYLB
RPE,ACLY
RPE,ALDH2
RPE,AKT3
RPE,IDE
RPE,CDK2
RPE,RPIA
RPE,MAP2K1
RPE,PGK2
RPE,RBKS
RPE,ALDH5A1
RPE,TALDO1
RPE,TRIO
RPE,APOD
RPE,ADSS2
RPE,DPYD
RPE,PKN2
RPE,MAT1A
RPE,PPCS
RPE,DNM2
RPE,AKT2
RPE,G6PD
RPE,TKT
RPE,RHOA
RPE,AKT1
RPE,TLE3
RPE,ADSL
BABAM1,PRKAR2A
BABAM1,PRKAR2B
BABAM1,ABRAXAS2
BABAM1,DEF6
BABAM1,SHMT2
BABAM1,BABAM2
BABAM1,BRCC3
BABAM1,MDC1
BABAM1,UIMC1
BABAM1,ABRAXAS1
BABAM1,TP53BP1
BABAM1,BRCA1
FGF17,FGFR4
FGF17,FGFR3
FGF17,FGFR1
FGF17,FGFR2
LDLRAD4,SMAD2
LDLRAD4,SMURF2
LDLRAD4,SMURF1
PCBP2,ARF5
PCBP2,TRIP6
PCBP2,LGALS1
PCBP2,GNPNAT1
PCBP2,WDR77
PCBP2,PIN1
PCBP2,UBE2M
PCBP2,LGALS3
PCBP2,IGF2BP1
PCBP2,CCDC58
PCBP2,SLU7
PCBP2,ARF4
PCBP2,PABPC1
PCBP2,HNRNPD
PCBP2,FUBP3
PCBP2,SF3B2
PCBP2,ANXA2
PCBP2,SCYL2
PCBP2,ACAT2
PCBP2,TIAL1
PCBP2,FUBP1
PCBP2,NKAP
PCBP2,CDC5L
PCBP2,KIF2C
PCBP2,ELAVL1
PCBP2,TIA1
PCBP2,WDR83
PCBP2,RACK1
ZNF33B,CDK11A
C1orf116,HOMER1
TCF20,CDK2AP1
TCF20,CREBBP
TCF20,EP300
TCF20,MTA2
TCF20,RAI1
TCF20,H2AC20
TCF20,GATAD2B
TCF20,H2BC21
TCF20,MDC1
TCF20,RBBP7
TCF20,HMG20A
TCF20,SIN3A
TCF20,MTA3
TCF20,PHF14
TECPR2,VPS18
TECPR2,VPS41
TECPR2,VPS16
MPZL1,NOXRED1
DNMT1,CBX5
DNMT1,RBL2
DNMT1,EED
DNMT1,STAT3
DNMT1,RB1
DNMT1,RPS27A
DNMT1,SETD7
DNMT1,UHRF2
DNMT1,HDAC3
DNMT1,UBB
DNMT1,SUZ12
DNMT1,EZH2
DNMT1,H1-5
DNMT1,H2AC20
DNMT1,H3C13
DNMT1,SUV39H1
DNMT1,KAT5
DNMT1,USP7
DNMT1,H3C12
DNMT1,H3-4
DNMT1,PARP1
DNMT1,H3C14
DNMT1,H3C10
DNMT1,DMAP1
DNMT1,HDAC1
DNMT1,RBL1
DNMT1,EHMT2
DNMT1,H3C4
DNMT1,CDKL4
DNMT1,PCNA
DNMT1,CBX1
DNMT1,H3C15
DNMT1,UBA52
DNMT1,EZH1
DNMT1,HFE
DNMT1,HDAC2
DNMT1,H2AX
DNMT1,UBC
DNMT1,H3-2
DNMT1,UHRF1
DNMT1,H3C1
DNMT1,H3C6
DNMT1,H3C11
DNMT1,H3C7
DNMT1,H3C8
DNMT1,H3C3
DNMT1,H3C2
ATP6V1H,HSD17B10
ATP6V1H,ATP6V1D
ATP6V1H,ATP6V1B1
ATP6V1H,ATP6V1E1
ATP6V1H,ATP6V0A1
ATP6V1H,TCIRG1
ATP6V1H,ATP6V1C2
ATP6V1H,ATP6V1A
ATP6V1H,ATP6V1B2
ATP6V1H,ATP6V1G3
ATP6V1H,ATP6V0D2
ATP6V1H,ATP6V0D1
ATP6V1H,ATP6V1G2
ATP6V1H,ATP6V1E2
ATP6V1H,ATP6V0A4
ATP6V1H,ATP6V0C
ATP6V1H,ATP6V0A2
ATP6V1H,RAB11B
ATP6V1H,ARMT1
ATP6V1H,ATP6V1G1
ATP6V1H,UBQLN1
ATP6V1H,SNPH
ATP6V1H,ATP6V1C1
ATP6V1H,CDC42
ATP6V1H,STMN1
ATP6V1H,ATP6V1F
ATP6V1H,ATP6V0B
GTF3C2,C1QBP
GTF3C2,GTF3C3
GTF3C2,ZNF496
GTF3C2,CLEC3A
GTF3C2,ZNF579
GTF3C2,GTF3C1
GTF3C2,GTF3C6
GTF3C2,CDC5L
GTF3C2,GTF3C5
GTF3C2,GTF3C4
HAND2,HAND1
HAND2,TCF3
HAND2,EP300
HAND2,HEY2
HAND2,HEYL
HAND2,HOXD13
HAND2,TCF4
PCNT,MIB1
PCNT,PRKAR2A
PCNT,CDK5RAP2
PCNT,CEP290
AKR1B10,PGK1
AKR1B10,AKR1B15
LRP10,IFNGR1
AP4M1,AP4S1
AP4M1,MED31
AP4M1,AP4E1
AP4M1,SUV39H2
AP4M1,AP4B1
AP4M1,ATXN7L2
AP4M1,USP47
AP4M1,ARF1
RYR1,CALM2
RYR1,CALM3
RYR1,CAMK2G
RYR1,PDE4D
RYR1,CALM1
RYR1,CACNA1S
RYR1,RYR2
RYR1,FKBP1C
RYR1,FKBP1B
RYR1,FKBP1A
H2AC17,SUPT16H
H2AC17,ASF1A
H2AC17,H4C6
H2AC17,SCML2
H2AC17,H3-3B
H2AC17,CREBBP
H2AC17,EP300
H2AC17,EED
H2AC17,ASF1B
H2AC17,H2AZ1
H2AC17,UBB
H2AC17,H2AZ2
H2AC17,MSL3
H2AC17,H2BC4
H2AC17,H2AC14
H2AC17,H2AC20
H2AC17,H2AC21
H2AC17,H3C13
H2AC17,H3-5
H2AC17,H4C11
H2AC17,H2BC7
H2AC17,H2BC12
H2AC17,H2AC13
H2AC17,H2AC11
H2AC17,H2AW
H2AC17,H3-3A
H2AC17,H2BC21
H2AC17,H3C14
H2AC17,H2AC18
H2AC17,MACROH2A2
H2AC17,BMI1
H2AC17,KDM2B
H2AC17,H2BC13
H2AC17,H2AC12
H2AC17,H4C8
H2AC17,H2BC10
H2AC17,H4C2
H2AC17,H2AC6
H2AC17,H4C3
H2AC17,RBBP7
H2AC17,TP53BP1
H2AC17,UBN1
H2AC17,KDM1A
H2AC17,H3C15
H2AC17,UBA52
H2AC17,HFE
H2AC17,UBN2
H2AC17,MACROH2A1
H2AC17,KDM2A
H2AC17,DPF2
H2AC17,H2AJ
H2AC17,UBC
H2AC17,H4-16
H2AC17,H2BC8
H2AC17,H2BC18
H2AC17,H4C15
H2AC17,H4C14
H2AC17,COMMD3-BMI1
H2AC17,H2AC19
H2AC17,H2BC11
H2AC17,H3-2
H2AC17,H2BC17
H2AC17,H4C1
H2AC17,H2BC9
H2AC17,H4C4
H2AC17,DPF3
H2AC17,H4C12
H2AC17,H4C13
H2AC17,H4C9
H2AC17,H2BS1
H2AC17,H2AC15
H2AC17,H2AC16
H2AC17,H2BC3
H2AC17,H2BC6
H2AC17,H2BC15
H2AC17,H4C5
LRRC61,ADGRL2
LRRC61,ADGRL1
LRRC61,ADGRL3
ELF3,NOTCH3
ELF3,ERBB2
ELF3,EGFR
ELF3,PRKCI
ELF3,JUN
ZRANB1,CTTNBP2
ZRANB1,APC
ZRANB1,MIB1
ZRANB1,UBE2S
ZRANB1,RPS27A
ZRANB1,UBB
ZRANB1,PBLD
ZRANB1,UBA52
ZRANB1,PGAM5
ZRANB1,UBC
SUPV3L1,DIS3L2
SUPV3L1,DIS3L
SUPV3L1,CDC5L
SUPV3L1,DIS3
SUPV3L1,MAGEB6
SUPV3L1,HELZ2
HIBCH,MRPS10
HIBCH,MRPS35
HIBCH,CLIC5
HIBCH,MRPL32
HIBCH,MRPL27
HIBCH,UMPS
HIBCH,MRPS7
HIBCH,DSTN
HIBCH,NEDD8
HIBCH,MRPL34
HIBCH,MRPL4
HIBCH,MRPL44
HIBCH,CAB39
HIBCH,MRPS9
HIBCH,MRPL15
HIBCH,MRPL3
HIBCH,MYG1
HIBCH,MRPS5
HIBCH,MRPL49
HIBCH,MRPL17
HIBCH,PSME3
HIBCH,MRPS18C
HIBCH,MRPL33
HIBCH,MRPL16
HIBCH,MRPL13
HIBCH,ACOT1
HIBCH,MRPL46
HIBCH,MRPL40
HIBCH,MRPL43
HIBCH,PPA2
HIBCH,HNRNPH1
HIBCH,DAP3
HIBCH,MRPL41
HIBCH,MRPS2
HIBCH,MRPS18A
HIBCH,HNRNPH2
HIBCH,MRPS16
HIBCH,MRPS15
HIBCH,CLIC4
HIBCH,OXLD1
HIBCH,CLIC1
HIBCH,ACOT9
HIBCH,UFM1
HIBCH,METTL17
HIBCH,MRPL2
HIBCH,NME1-NME2
HIBCH,PRCP
HIBCH,MRPL19
HIBCH,MRPL23
HIBCH,MRPS6
HIBCH,MRPS12
HIBCH,ALDH7A1
HIBCH,MRPL47
HIBCH,MRPS14
HIBCH,MRPL36
HIBCH,MRPL22
HIBCH,ACADVL
HIBCH,PRORP
HIBCH,SOD2
HIBCH,ALDH6A1
HIBCH,LSM12
HIBCH,RPS5
G3BP2,NUFIP2
G3BP2,IGF2BP3
G3BP2,DHX38
G3BP2,PABPC1
G3BP2,NUP214
G3BP2,PABPC4
G3BP2,G3BP1
G3BP2,ATXN2L
G3BP2,EIF2A
G3BP2,USP10
G3BP2,NUP88
G3BP2,PRPF8
PTPN22,CSK
PTPN22,CBL
PTPN22,ZAP70
PTPN22,EGFR
PTPN22,LCK
PTPN22,INSRR
PTPN22,GRB2
PTPN22,PSTPIP1
PLXNA4,MICAL2
RXRG,NR1H2
RXRG,RARA
RXRG,CREBBP
RXRG,EP300
RXRG,THRA
RXRG,NCOR1
RXRG,PPARG
RXRG,MED1
RXRG,RARB
RXRG,THRB
RXRG,NCOR2
RXRG,NCOA1
RXRG,RARG
RXRG,NCOA2
RXRG,RXRA
RXRG,NR4A1
RXRG,NR1H3
TRRAP,ACTL6B
TRRAP,KAT2A
TRRAP,SKP1
TRRAP,YEATS4
TRRAP,TAF4
TRRAP,BRD8
TRRAP,TAF5L
TRRAP,EPC2
TRRAP,KAT7
TRRAP,USP22
TRRAP,TELO2
TRRAP,EPC1
TRRAP,KAT2B
TRRAP,TAF12
TRRAP,WDR61
TRRAP,EAF2
TRRAP,JAZF1
TRRAP,KAT6B
TRRAP,TAF6L
TRRAP,TAF10
TRRAP,ING2
TRRAP,TADA3
TRRAP,TADA2B
TRRAP,TAF7
TRRAP,FOXR1
TRRAP,SGF29
TRRAP,RUVBL1
TRRAP,ING3
TRRAP,MRE11
TRRAP,CUL1
TRRAP,MORF4L1
TRRAP,SUPT7L
TRRAP,TAF9B
TRRAP,KAT5
TRRAP,CECR2
TRRAP,CTNNB1
TRRAP,VPS72
TRRAP,PLAC1
TRRAP,ZNF148
TRRAP,PHLDA3
TRRAP,SF3B5
TRRAP,TADA1
TRRAP,USF1
TRRAP,MED23
TRRAP,TAF5
TRRAP,MRGBP
TRRAP,WDR78
TRRAP,SUPT3H
TRRAP,DMAP1
TRRAP,CDC20
TRRAP,SMAP2
TRRAP,ADA
TRRAP,MEAF6
TRRAP,TTI1
TRRAP,ING1
TRRAP,E2F4
TRRAP,TAF9
TRRAP,KAT6A
TRRAP,MYCL
TRRAP,ATXN7L3
TRRAP,ACTL6A
TRRAP,TAF6
TRRAP,KAT8
TRRAP,SUPT20H
TRRAP,BRCA1
TRRAP,FOXR2
TRRAP,RUVBL2
TRRAP,TADA2A
TEAD4,HOXB13
TEAD4,VGLL2
TEAD4,PDE4DIP
TEAD4,VGLL1
TEAD4,AMOTL1
TEAD4,VGLL4
TEAD4,WWTR1
TEAD4,TEAD1
TEAD4,TEAD2
TEAD4,YAP1
MTCL1,MARK2
DDA1,DDB2
DDA1,DDB1
DDA1,CUL4A
DDA1,CUL4B
DDA1,DCAF1
DDA1,COPS7A
DDA1,DET1
SPINK5,TFG
RBM23,PRPF19
RBM23,RBM39
RBM23,RBM25
RBM23,SLC2A13
RBM23,TCERG1
RBM23,U2AF2
RBM23,PRMT5
RBM23,ZNF579
RBM23,SRA1
RBM23,QKI
RBM23,TCERG1L
RBM23,RWDD2A
RBM23,ATP6AP2
RBM23,SRPK2
RBM23,RBM4
RBM23,RBFOX2
RBM23,CHERP
RBM23,PRPF40B
PLPPR3,PLPPR1
ARHGEF18,RAC2
ARHGEF18,TAF10
ARHGEF18,RAC3
ARHGEF18,RHOA
ATG2B,TALDO1
ATG2B,WDR45
ATG2B,LHX6
FAM3C,SFXN3
FAM3C,PTCD3
FAM3C,TOMM7
PTPRF,MAPK1
PTPRF,ARPC3
PTPRF,NAA50
PTPRF,PPFIA1
PTPRF,PPWD1
PTPRF,CDH1
PTPRF,UFD1
PTPRF,DNAAF5
PTPRF,INSR
PTPRF,IRS1
PTPRF,GRK2
PTPRF,NPLOC4
PTPRF,PPFIA3
PTPRF,LCK
PTPRF,TRIO
PTPRF,CTNNB1
PTPRF,PFKM
PTPRF,FYN
PTPRF,RET
PTPRF,SLITRK2
PTPRF,IRS2
PTPRF,SLITRK1
PTPRF,SEPHS1
PTPRF,PICALM
PTPRF,TSTA3
PTPRF,PPP2R5D
PTPRF,PPFIA2
P2RX4,FAM20B
P2RX4,EIF2B1
CCT8L2,MKKS
CCT8L2,CCT7
CCT8L2,CCT5
CCT8L2,CCT3
CCT8L2,CCT2
CCT8L2,TCP1
CCT8L2,CCT4
ATP2A3,ATP2A1
ATP2A3,ATP2A2
SDF4,MOK
MCMBP,MCM5
MCMBP,ATP6V1D
MCMBP,PLCG1
MCMBP,MCM4
MCMBP,MCM6
MCMBP,MCM2
MCMBP,COMMD4
MCMBP,ATP6V1A
MCMBP,MCM7
MCMBP,MCM9
MCMBP,NPEPL1
MCMBP,TIPRL
MCMBP,MCM8
MCMBP,PFKP
MCMBP,LARS1
MCMBP,CDC7
MCMBP,MCMDC2
MCMBP,COMMD2
MCMBP,MCM3
HLA-DRB1,CD74
HLA-DRB1,CD4
HLA-DRB1,TPI1
HLA-DRB1,ENO1
HLA-DRB1,HLA-DMA
HLA-DRB1,HLA-DRB5
HLA-DRB1,H2BC13
HLA-DRB1,MLANA
HLA-DRB1,HLA-DRA
HLA-DRB1,INS
HLA-DRB1,PMEL
HLA-DRB1,H2BU1
DHDDS,NUS1
DHDDS,FOXP4
AHNAK2,TNFAIP8L2
DCAF12L2,DCAF12L1
KCTD8,CEP162
DMBX1,M1AP
DMBX1,OTX2
TPK1,OPLAH
PYY,NPY2R
PYY,NPY1R
LCE1B,NUFIP2
LCE1B,LCE1D
LCE1B,LCE5A
LCE1B,LCE3C
LCE1B,LCE1A
LCE1B,LCE3B
LCE1B,LCE1E
LCE1B,LCE2B
LCE1B,LCE2D
LCE1B,KRTAP5-4
TFRC,SVIP
TFRC,TF
TFRC,HFE
SPN,INS-IGF2
MAK16,RPL18A
MAK16,RBM28
MAK16,RPL19
MAK16,PPAN
MAK16,NIP7
MAK16,IMP4
MAK16,RPL35
MAK16,RSL24D1
MAK16,WDR12
MAK16,DDX18
MAK16,RPL3L
MAK16,RPL37
MAK16,NVL
MAK16,NIFK
MAK16,NPM1
MAK16,KCTD19
MAK16,RPL13
MAK16,RPL15
MAK16,RPL38
MAK16,RPL4
MAK16,GNL3L
MAK16,BRIX1
MAK16,RRP1B
MAK16,RPL7
MAK16,RPL3
MAK16,RPL21
MAK16,RPL22
MAK16,PES1
MAK16,GTPBP4
MAK16,RRP15
MAK16,DKC1
MAK16,RPL5
MAK16,RPF1
MAK16,NOC3L
MAK16,RPL7A
MAK16,SURF6
MAK16,MACROH2A2
MAK16,EIF6
MAK16,MRTO4
MAK16,ZBTB48
MAK16,NPSR1
MAK16,NOP2
MAK16,RPL13A
MAK16,PPAN-P2RY11
MAK16,RPL34
MAK16,RPL14
MAK16,PUM3
MAK16,RBM34
MAK16,RPL31
MAK16,RPL23A
MAK16,GNL3
MAK16,GPATCH4
MAK16,FTSJ3
MAK16,RPL9
MAK16,RPF2
MAK16,RPL6
MAK16,EBNA1BP2
MAK16,CNBP
MAK16,RPL32
MAK16,RRP1
MAK16,RPL7L1
MAK16,RPL23
MAK16,RPL30
MAK16,RPL26L1
MAK16,WDR74
MAK16,RPL18
MAK16,BOP1
MAK16,RSL1D1
MAK16,RPL36
MAK16,RPL27
MAK16,DDX24
MAK16,NSA2
MAK16,DDX27
CD300A,PTPN11
ERGIC2,DERL2
ERGIC2,HSD17B2
ERGIC2,EDEM3
ERGIC2,COPG1
ERGIC2,SEL1L
ERGIC2,ERGIC3
ERGIC2,SEL1L2
ERGIC2,DERL3
SCNN1A,SCNN1G
SCNN1A,SCNN1B
SCNN1A,NEDD4L
SCNN1A,NEDD4
RTEL1,GTF2H4
RTEL1,MNAT1
RTEL1,GTF2H1
RTEL1,MMS19
ETS2,RAF1
ETS2,CREBBP
ETS2,EP300
ETS2,RUNX1
ETS2,PAX5
ETS2,PAX2
ETS2,JUN
ETS2,RUNX2
ETS2,FOXO1
ETS2,SMARCA4
LHFPL5,GGT7
CACNA1A,SYT1
CACNA1A,RIMBP2
CACNA1A,CALM2
CACNA1A,CALM3
CACNA1A,MAP1B
CACNA1A,CACNB3
CACNA1A,GNB2
CACNA1A,CABP1
CACNA1A,CACNB2
CACNA1A,PPM1A
CACNA1A,TSPOAP1
CACNA1A,CALM1
CACNA1A,CACNB1
CACNA1A,CACNB4
CACNA1A,GNB1
MAP4,MARK4
MAP4,HSPA5
MAP4,TUBB2A
MAP4,RPS20
MAP4,MARK1
CCDC102B,CCDC102A
MAGEA4,ZNF576
MAGEA4,TSPYL4
MAGEA4,TRIM69
MAGEA4,WBP2
F8,CALR
F8,HTN3
CUX1,CREBBP
CUX1,KAT2B
CUX1,EHMT2
MSN,ICAM3
MSN,TNFRSF1A
MSN,NOTCH2
MSN,SLC9A3R1
MSN,ARHGDIA
MSN,PGD
MSN,TNFRSF10B
MSN,ACAA2
MSN,CASP10
MSN,VCAM1
MSN,TSC1
MSN,FADD
MSN,PGK2
MSN,BID
MSN,PLS1
MSN,CTNNB1
MSN,FAS
MSN,PLS3
MSN,CASP8
MSN,MAPK10
MSN,CD2AP
MSN,EZR
MSN,FASLG
MSN,ME1
MSN,UCHL3
MSN,LATS2
MSN,FAXC
MSN,JUP
MSN,MAPK8
MSN,LCP1
MSN,ROCK1
MSN,GDI1
MSN,CD44
MSN,RHOA
MSN,SLC9A3R2
MSN,ICAM2
MSN,EIF5AL1
MSN,ENO2
MSN,LATS1
MSN,CALU
MSN,TSPAN33
ATP2B2,CDK7
ATP2B2,YWHAE
ATP2B2,CALM2
ATP2B2,CALM3
ATP2B2,TMEM168
ATP2B2,CYP2B6
ATP2B2,CALM1
ATP2B2,DLG4
VPS13A,VPS35
VPS13A,EEF1A1
RAB5B,ARF5
RAB5B,CTSD
RAB5B,VPS4B
RAB5B,RAP1B
RAB5B,HERC2
RAB5B,RAB11A
RAB5B,RAB2A
RAB5B,RAB7A
RAB5B,LRRK2
RAB5B,RAB8A
RAB5B,RAB1B
RAB5B,RIN1
RAB5B,EEA1
RAB5B,TUFM
RAB5B,RAB11B
RAB5B,VAPA
RAB5B,CHM
RAB5B,RABEP2
RAB5B,RAP1A
RAB5B,DSP
RAB5B,RAB2B
RAB5B,GDI1
RAB5B,ARF1
RAB5B,RABEP1
RAB5B,CLTC
MYLK,MYL12A
MYLK,RSPH3
MYLK,CALM2
MYLK,MYL9
MYLK,ACTC1
MYLK,CALM3
MYLK,CALM1
MYLK,ACTA1
MYLK,SRC
MYLK,CTTN
MYLK,IPP
MYLK,NUB1
BAZ1A,CHRAC1
BAZ1A,SMARCA2
BAZ1A,NCOR1
BAZ1A,SMARCA5
BAZ1A,ZBTB7A
BAZ1A,SMARCA1
BAZ1A,CDC5L
BAZ1A,POLE3
BAZ1A,H2AX
BAZ1A,H4C1
BAZ1A,H3C1
BAZ1A,H2BC3
CASS4,ANKS1B
GATAD2A,MBD2
GATAD2A,CDK2AP1
GATAD2A,CHD5
GATAD2A,KRT71
GATAD2A,MTA2
GATAD2A,FOXN4
GATAD2A,RUVBL1
GATAD2A,ZNF687
GATAD2A,IKZF1
GATAD2A,MTA1
GATAD2A,CHD4
GATAD2A,ZNF219
GATAD2A,GATAD2B
GATAD2A,CDC5L
GATAD2A,RBBP4
GATAD2A,HDAC1
GATAD2A,RBBP7
GATAD2A,CHD3
GATAD2A,HMG20A
GATAD2A,PHF20L1
GATAD2A,MTA3
GATAD2A,FAM219A
GATAD2A,MBD3
GATAD2A,ZMYND8
GATAD2A,HDAC2
GATAD2A,MBD3L1
C20orf96,CFAP74
CLDN7,SCARB1
CLDN7,TJP1
ZNF460,CDK11A
MAP2,MARK4
MAP2,PRKAR2A
MAP2,PRKAR2B
MAP2,TUBA1A
MAP2,PRKACA
MAP2,MARK3
MAP2,MARK1
PARP9,SPOPL
PARP9,DTX3L
PARP9,SPOP
PARP9,H2BC11
ANKS1A,PIK3R3
ANKS1A,EGFR
ANKS1A,KLF15
ANKS1A,UBC
LRRCC1,ADGRL2
LRRCC1,ADGRL1
LRRCC1,ADGRL3
CDC16,PPP5C
CDC16,HSPB11
CDC16,FBXO5
CDC16,AARS2
CDC16,TAF4
CDC16,RFX1
CDC16,CCNB1
CDC16,ESPL1
CDC16,CDH1
CDC16,AARS1
CDC16,ANAPC5
CDC16,UBE2S
CDC16,C16orf87
CDC16,BUB1B
CDC16,MAD2L1
CDC16,BUB1
CDC16,RFX2
CDC16,CKS1B
CDC16,ANAPC2
CDC16,ANAPC1
CDC16,TAF3
CDC16,PYCR2
CDC16,UBE2C
CDC16,ANAPC11
CDC16,TRIM33
CDC16,NEK2
CDC16,BUB3
CDC16,TTK
CDC16,TAF5
CDC16,CDC5L
CDC16,CDC20
CDC16,SLC25A25
CDC16,CDC26
CDC16,CKS2
CDC16,NAP1L4
CDC16,RFX3
CDC16,CDC23
CDC16,FZR1
CDC16,ANAPC7
CDC16,CFAP97
CDC16,ANAPC13
CDC16,ANAPC4
CDC16,CDC27
CDC16,ANAPC15
CDC16,APC2
CDC16,SLC25A24
CDC16,MAGIX
CDC16,ANAPC16
CDC16,ANAPC10
SLC35F1,ATP5F1B
EIF2B3,EIF2S3
EIF2B3,EIF2S1
EIF2B3,EIF2B2
EIF2B3,OPN3
EIF2B3,NECTIN4
EIF2B3,EIF2S2
EIF2B3,EIF2B4
EIF2B3,EIF2B1
EIF2B3,IST1
EIF2B3,EIF2S3B
NRP2,SEMA3F
NRP2,SEMA3C
NRP2,FLT1
NRP2,SEMA4F
NRP2,SEMA3B
MYH10,RALA
MYH10,CABP7
MYH10,MYH9
MYH10,PVALB
MYH10,TNNC1
MYH10,OCM
MYH10,OCM2
MYH10,RAB11A
MYH10,EFCAB6
MYH10,CALB1
MYH10,IQGAP1
MYH10,UNC45B
MYH10,RHBDL3
MYH10,CALM2
MYH10,ACTC1
MYH10,AMFR
MYH10,CALM3
MYH10,CABP5
MYH10,CABP2
MYH10,CALML6
MYH10,CALB2
MYH10,CALML3
MYH10,CABP1
MYH10,LLGL1
MYH10,CABP4
MYH10,EFCAB11
MYH10,EFCAB13
MYH10,HDAC6
MYH10,SPATA21
MYH10,CALM1
MYH10,TRPM6
MYH10,EFCAB2
MYH10,EFCAB7
MYH10,AIF1L
MYH10,TNNC2
MYH10,AIF1
MYH10,SCGN
MYH10,CALML5
MYH10,CALN1
MYH10,MYL3
MYH10,EFCAB9
MYH10,EFCAB3
MYH10,UNC45A
MYH10,CALML4
MYH10,MYL6
SULT1A4,PSMB4
SULT1A4,SULT1A3
DSC3,PKP3
DSC3,CTNNB1
DSC3,JUP
COL4A2,MSR1
COL4A2,TNPO3
COL4A2,BMP3
COL4A2,APP
COL4A2,BGN
COL4A2,COL10A1
COL4A2,COLGALT2
COL4A2,COL4A1
COL4A2,COLQ
COL4A2,COL8A2
SPOCD1,UBXN7
CLIP3,DCTN1
CLIP3,AKT2
CLIP3,AKT1
PLAGL1,CREBBP
PLAGL1,EP300
PLAGL1,UBE2I
PLAGL1,HDAC1
PLAGL1,SUMO1
TOPORS,PSMC1
TOPORS,TP53
TOPORS,ZNF214
TOPORS,SPIN2B
TOPORS,UBE2I
TOPORS,ZNF816
TOPORS,TOP1
TOPORS,NKAP
TOPORS,SPIN1
TOPORS,TP53BP1
TOPORS,SUMO1
PCMTD1,MED12
PCMTD1,CDK8
ETF1,MRPS10
ETF1,EEF1A2
ETF1,RPL18A
ETF1,SEC61B
ETF1,RPL19
ETF1,RPS12
ETF1,MRPS7
ETF1,RPS16
ETF1,MRPL4
ETF1,DNAJB1
ETF1,EIF2S1
ETF1,RPL35
ETF1,MRPL15
ETF1,RSL24D1
ETF1,RPL8
ETF1,RPL3L
ETF1,RPS11
ETF1,RPS27A
ETF1,MRPS5
ETF1,RPL37
ETF1,NHP2
ETF1,RPS3
ETF1,PDCD4
ETF1,RPL39L
ETF1,ABCE1
ETF1,RPS23
ETF1,RPL10L
ETF1,RPS9
ETF1,MRPL13
ETF1,QARS1
ETF1,RPL13
ETF1,MRPL11
ETF1,RPL15
ETF1,RPL38
ETF1,RPL4
ETF1,MRPL1
ETF1,MRPS11
ETF1,RPS15A
ETF1,PLEC
ETF1,IMP3
ETF1,RPS27L
ETF1,EEF1G
ETF1,NUDT4
ETF1,EEF1A1
ETF1,RPL7
ETF1,GSPT2
ETF1,RPS2
ETF1,RPS21
ETF1,RPL3
ETF1,RPL36AL
ETF1,RPL27A
ETF1,RPL21
ETF1,RPS3A
ETF1,RPSA
ETF1,RPL22L1
ETF1,RPL22
ETF1,RPS26
ETF1,MRPL24
ETF1,RPL12
ETF1,RPL39
ETF1,EPRS1
ETF1,HBS1L
ETF1,RPL5
ETF1,DNAJB4
